vehicle reg no,trip id,route description,mapper,company,date mapped,start coordinate,end coordinate,distance,start time,travel time,revenue,on/off discrepancy,fares,number of stops,total passengers,gps loss (km),city,route_id,direction,origin,destination,interval,travel_time_min,speed,hour,peak period,number plate,vehicle type
RY137,30511217,MAS011_F_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.515593, -29.343727","27.512856, -29.343311",0.52,10:17:42,0:01,8,0,8,2,1,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,10:15:00,1,31.2,10,peak,RY 137,4+1
RR198,30511245,MAS002_R_Maseru Town Center_Naleli,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.546574, -29.287834","27.543766, -29.291553",0.5,10:19:06,0:00,16,2,8,1,2,0,Maseru,MAS002,R,Maseru Town Center,Naleli,10:15:00,0,0,10,peak,RR 198,4+1
DK313,30511267,MAS002_F_Maseru Town Center_Naleli,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.527695, -29.283195","27.529993, -29.277969",0.69,10:18:51,0:01,8,0,8,2,1,0,Maseru,MAS002,F,Maseru Town Center,Naleli,10:15:00,1,41.4,10,peak,DK 313,4+1
RP216,30511436,MAS009_R_Maseru Town Center_Thamae,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.515020, -29.332113","27.483265, -29.314295",4.44,10:10:40,0:08,16,-2,8,2,2,0,Maseru,MAS009,R,Maseru Town Center,Thamae,10:15:00,8,33.3,10,peak,RP 216,4+1
RZ731,30511917,MAS002_R_Maseru Town Center_Naleli,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.552225, -29.284460","27.495531, -29.312559",12.62,9:52:47,0:15,16,0,8,3,2,0,Maseru,MAS002,R,Maseru Town Center,Naleli,10:00:00,15,50.48,9,peak,RZ 731,4+1
RZ434,30512054,MAS008_F_Maseru Town Center_Leqele,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.521240, -29.346823","27.526312, -29.345249",3.15,10:10:43,0:12,8,0,8,3,1,0,Maseru,MAS008,F,Maseru Town Center,Leqele,10:15:00,12,15.75,10,peak,RZ 434,4+1
A74BBC,30512486,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.465631, -29.362103","27.487152, -29.380770",3.44,10:22:25,0:02,24,0,8,4,3,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,10:15:00,2,103.2,10,peak,A74BBC,4+1
RP216,30512789,MAS001_Route_Test,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.482502, -29.314249","27.496710, -29.310377",1.57,10:21:52,0:04,8,-1,8,2,1,0,Maseru,MAS001,Route,Test,0,10:15:00,4,23.55,10,peak,RP 216,4+1
RP216,30512820,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.500418, -29.311529","27.502100, -29.314457",0.37,10:28:16,0:03,8,0,8,3,1,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,10:30:00,3,7.4,10,peak,RP 216,4+1
RY137,30512992,MAS011_R_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.510675, -29.356052","27.513577, -29.366142",2.07,10:25:10,0:07,40,0,8,4,5,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,10:30:00,7,17.74285714,10,peak,RY 137,4+1
A32BBC,30514112,MAS005_F_Maseru Town Center_Abia,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.511839, -29.364525","27.493605, -29.312559",15.38,9:56:44,0:37,24,0,8,6,3,0,Maseru,MAS005,F,Maseru Town Center,Abia,10:00:00,37,24.94054054,9,peak,A 32BBC,4+1
DK313,30515859,MAS001_F_Maseru Town Center_Khubetsoana,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.545300, -29.281147","27.537155, -29.276087",1.11,10:41:22,0:01,32,4,8,3,4,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,10:45:00,1,66.6,10,peak,DK 313,4+1
RP216,30515977,MAS001_F_Maseru Town Center_Khubetsoana,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.517815, -29.293602","27.537443, -29.283434",2.81,10:37:43,0:06,16,0,8,3,2,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,10:45:00,6,28.1,10,peak,RP 216,4+1
A74BBC,30516175,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.475136, -29.372906","27.458599, -29.356977",5.66,10:32:42,0:10,40,4,8,5,5,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,10:30:00,10,33.96,10,peak,A74BBC,4+1
RK684,30516542,MAS003_F_Maseru Town Center_Tsosane,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.495817, -29.313366","27.555668, -29.297382",8.3,10:21:10,0:24,32,0,8,4,4,0,Maseru,MAS003,F,Maseru Town Center,Tsosane,10:15:00,24,20.75,10,peak,RK 684,4+1
RZ434,30517040,MAS008_R_Maseru Town Center_Leqele,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.525984, -29.345907","27.483536, -29.313721",7.9,10:25:11,0:21,34,0,"8.00, 5.00",8,5,0,Maseru,MAS008,R,Maseru Town Center,Leqele,10:30:00,21,22.57142857,10,peak,RZ 434,4+1
RH955,30517264,MAS002_F_Maseru Town Center_Naleli,Thato,Maseru_Association_Test,12/9/2020,"27.546797, -29.287405","27.489283, -29.316341",8.04,10:26:42,0:19,8,0,8,2,1,0,Maseru,MAS002,F,Maseru Town Center,Naleli,10:30:00,19,25.38947368,10,peak,RH 955,4+1
A5647,30517300,MAS010_R_Maseru Town Center_Main North 1,Tseliso Tjootji,Maseru_Association_Test,12/9/2020,"27.487354, -29.314476","27.493572, -29.312613",0.7,10:42:05,0:06,8,0,8,2,1,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,10:45:00,6,7,10,peak,A 5647,4+1
RZ434,30517530,MAS011_F_Maseru Town Center_Main South 1,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.487066, -29.314642","27.491146, -29.315571",0.46,10:48:30,0:02,8,0,8,2,1,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,10:45:00,2,13.8,10,peak,RZ 434,4+1
RY137,30517820,MAS011_F_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.512920, -29.365414","27.496054, -29.319233",7.18,10:33:31,0:18,32,0,8,2,4,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,10:30:00,18,23.93333333,10,peak,RY 137,4+1
RP216,30517965,MAS002_F_Maseru Town Center_Naleli,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.542406, -29.283222","27.572950, -29.267082",4.01,10:45:29,0:07,8,0,8,2,1,0,Maseru,MAS002,F,Maseru Town Center,Naleli,10:45:00,7,34.37142857,10,peak,RP 216,4+1
A74BBC,30517979,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.497747, -29.319918","27.497747, -29.319918",0,10:53:30,0:00,8,0,8,2,1,0,Maseru,MAS001,Route,Test,0,11:00:00,0,0,10,peak,A74BBC,4+1
RK684,30518125,MAS003_R_Maseru Town Center_Tsosane,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.551668, -29.300768","27.536646, -29.314735",2.67,10:47:03,0:06,8,0,8,2,1,0,Maseru,MAS003,R,Maseru Town Center,Tsosane,10:45:00,6,26.7,10,peak,RK 684,4+1
M6587,30518597,MAS011_F_Maseru Town Center_Main South 1,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.498337, -29.340061","27.505068, -29.354897",2.58,10:51:22,0:05,32,0,8,4,4,0,Maseru,MAS011,F,Maseru Town Center,Main South 1,10:45:00,5,30.96,10,peak,M 6587,4+1
A74BBC,30519031,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.471643, -29.338074","27.480978, -29.313524",3.63,10:49:58,0:07,32,2,8,4,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,10:45:00,7,31.11428571,10,peak,A74BBC,4+1
A32BBC,30519393,MAS012_F_Maseru Town Center_Thetsane,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.491791, -29.312643","27.439880, -29.343609",9.08,10:37:35,0:22,40,0,8,8,5,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,10:45:00,22,24.76363636,10,peak,A 32BBC,4+1
RR198,30519866,MAS002_R_Maseru Town Center_Naleli,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.537893, -29.296665","27.467287, -29.304256",11.68,10:21:59,0:36,64,0,8,10,8,0,Maseru,MAS002,R,Maseru Town Center,Naleli,10:15:00,36,19.46666667,10,peak,RR 198,4+1
RY137,30519927,MAS011_R_Maseru Town Center_Main South 1,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.492619, -29.313622","27.491360, -29.315731",0.66,10:58:30,0:04,8,0,8,2,1,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,11:00:00,4,9.9,10,peak,RY 137,4+1
RZ434,30520160,MAS007_F_Maseru Town Center_Pita,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.494045, -29.316702","27.495813, -29.349735",5.09,10:51:57,0:15,24,0,8,2,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,10:45:00,15,20.36,10,peak,RZ 434,4+1
A74BBC,30520420,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.492598, -29.316044","27.488243, -29.315311",0.51,11:08:41,0:03,24,3,8,2,3,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,11:15:00,3,10.2,11,off peak,A74BBC,4+1
RH955,30520472,MAS001_Route_Test,Thato,Maseru_Association_Test,12/9/2020,"27.488781, -29.316128","27.492601, -29.315508",1.01,11:06:03,0:06,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,11:00:00,6,10.1,11,off peak,RH 955,4+1
M6587,30520567,MAS007_R_Maseru Town Center_Pita,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.508211, -29.349066","27.511524, -29.337784",1.83,10:59:49,0:14,8,0,8,2,1,0,Maseru,MAS007,R,Maseru Town Center,Pita,11:00:00,14,7.842857143,10,peak,M 6587,4+1
EJ676,30520678,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.526575, -29.344873","27.506033, -29.332146",3.07,11:09:24,0:00,32,4,8,1,4,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,11:15:00,0,0,11,off peak,EJ 676,4+1
RK684,30520933,MAS004_R_Maseru Town Center_Motimposo,Ntebeli  Maphalane,Maseru_Association_Test,12/9/2020,"27.537983, -29.316860","27.496410, -29.312845",5.78,10:56:07,0:19,8,0,8,2,1,0,Maseru,MAS004,R,Maseru Town Center,Motimposo,11:00:00,19,18.25263158,10,peak,RK 684,4+1
M6587,30521344, 8220MAS011_F_Maseru Town Center_Main South 1,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.517601, -29.346592","27.515995, -29.344269",1.47,11:16:53,0:02,8,0,8,2,1,0,Maseru, 8220MAS011,F,Maseru Town Center,Main South 1,11:15:00,2,44.1,11,off peak,M 6587,4+1
M6587,30521379,MAS011_R_Maseru Town Center_Main South 1,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.514153, -29.341600","27.516150, -29.339186",0.63,11:20:41,0:01,8,0,8,2,1,0,Maseru,MAS011,R,Maseru Town Center,Main South 1,11:15:00,1,37.8,11,off peak,M 6587,4+1
RY137,30521705,MAS012_R_Maseru Town Center_Thetsane,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.489908, -29.315493","27.485851, -29.379995",11.83,11:03:44,0:19,16,0,8,2,2,0,Maseru,MAS012,R,Maseru Town Center,Thetsane,11:00:00,19,37.35789474,11,off peak,RY 137,4+1
A32BBC,30522560,MAS001_Route_Test,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.442265, -29.342672","27.480423, -29.313932",8,11:03:03,0:22,24,0,8,7,3,0,Maseru,MAS001,Route,Test,0,11:00:00,22,21.81818182,11,off peak,A 32BBC,4+1
A74BBC,30522724,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.483580, -29.320221","27.471510, -29.338282",3.81,11:18:14,0:04,32,2,8,4,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,11:15:00,4,57.15,11,off peak,A74BBC,4+1
RR198,30523037,MAS001_F_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.494537, -29.311319","27.548452, -29.285397",8.09,11:10:55,0:20,8,-1,8,3,1,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,11:15:00,20,24.27,11,off peak,RR 198,4+1
RZ434,30523445,MAS007_R_Maseru Town Center_Pita,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.500530, -29.353336","27.483509, -29.313715",10.54,11:09:03,0:23,32,0,8,5,4,0,Maseru,MAS007,R,Maseru Town Center,Pita,11:15:00,23,27.49565217,11,off peak,RZ 434,4+1
EJ676,30523547,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.502279, -29.325918","27.516676, -29.345144",2.6,11:28:50,0:00,8,1,8,1,1,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,11:30:00,0,0,11,off peak,EJ 676,4+1
A74BBC,30524663,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.442335, -29.338497","27.443708, -29.338976",0.27,11:34:44,0:00,16,2,8,1,2,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,11:30:00,0,0,11,off peak,A74BBC,4+1
RZ434,30524700,MAS001_Route_Test,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.486547, -29.313892","27.490753, -29.315485",0.57,11:34:37,0:02,8,0,8,2,1,0,Maseru,MAS001,Route,Test,0,11:30:00,2,17.1,11,off peak,RZ 434,4+1
A32BBC,30524908,MAS001_Route_Test,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.489786, -29.312565","27.486897, -29.309568",0.94,11:35:28,0:02,16,0,8,3,2,0,Maseru,MAS001,Route,Test,0,11:30:00,2,28.2,11,off peak,A 32BBC,4+1
RP216,30525297,MAS003_R_Maseru Town Center_Tsosane,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.562414, -29.276627","27.538631, -29.309361",5.05,11:29:05,0:12,16,-2,8,3,2,0,Maseru,MAS003,R,Maseru Town Center,Tsosane,11:30:00,12,25.25,11,off peak,RP 216,4+1
RZ434,30525315,MAS002_R_Maseru Town Center_Naleli,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.493029, -29.313807","27.493029, -29.313807",0,11:44:44,0:00,0,0,0,1,0,0,Maseru,MAS002,R,Maseru Town Center,Naleli,11:45:00,0,0,11,off peak,RZ 434,4+1
RH955,30525362,MAS001_Route_Test,Thato,Maseru_Association_Test,12/9/2020,"27.493767, -29.316210","27.487661, -29.321245",1.46,11:41:12,0:04,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,11:45:00,4,21.9,11,off peak,RH 955,4+1
RZ434,30525370,MAS002_R_Maseru Town Center_Naleli,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.493038, -29.313793","27.493038, -29.313793",0,11:46:59,0:01,32,0,8,3,4,0,Maseru,MAS002,R,Maseru Town Center,Naleli,11:45:00,1,0,11,off peak,RZ 434,4+1
M6587,30525575,MAS009_R_Maseru Town Center_Thamae,Mojabeng Mabitle,Maseru_Association_Test,12/9/2020,"27.493147, -29.312506","27.493147, -29.312506",0,11:50:25,0:00,16,0,8,4,2,0,Maseru,MAS009,R,Maseru Town Center,Thamae,11:45:00,0,0,11,off peak,M 6587,4+1
A5647,30525639,MAS012_F_Maseru Town Center_Thetsane,Tseliso Tjootji,Maseru_Association_Test,12/9/2020,"27.493645, -29.313126","27.493685, -29.313023",0.32,11:05:46,0:48,8,0,8,3,1,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,11:00:00,48,0.4,11,off peak,A 5647,4+1
RZ434,30525928,MAS008_F_Maseru Town Center_Leqele,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.493250, -29.316204","27.555574, -29.356102",8.35,11:38:10,0:16,24,0,8,5,3,0,Maseru,MAS008,F,Maseru Town Center,Leqele,11:45:00,16,31.3125,11,off peak,RZ 434,4+1
A74BBC,30526169,MAS012_F_Maseru Town Center_Thetsane,Bokang Mokoena,Maseru_Association_Test,12/9/2020,"27.451130, -29.342403","27.480591, -29.313709",6.2,11:41:43,0:00,32,4,8,2,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,11:45:00,0,0,11,off peak,A74BBC,4+1
A32BBC,30526384,MAS001_Route_Test,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.492182, -29.313337","27.498075, -29.340475",4.25,11:40:42,0:15,16,0,8,4,2,0,Maseru,MAS001,Route,Test,0,11:45:00,15,17,11,off peak,A 32BBC,4+1
RR198,30526905,MAS001_R_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.544260, -29.287971","27.495268, -29.312162",7.71,11:33:11,0:24,40,0,8,7,5,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,11:30:00,24,19.275,11,off peak,RR 198,4+1
RY137,30527409,MAS012_F_Maseru Town Center_Thetsane,Thato Sekeleme,Maseru_Association_Test,12/9/2020,"27.486708, -29.376553","27.492924, -29.312498",11.82,11:24:06,0:35,32,0,8,6,4,0,Maseru,MAS012,F,Maseru Town Center,Thetsane,11:30:00,35,20.26285714,11,off peak,RY 137,4+1
A5647,30527538,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493668, -29.312977","27.493668, -29.312977",0,12:00:28,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,12:00:00,0,0,12,off peak,A 5647,4+1
RP216,30527814,MAS003_R_Maseru Town Center_Tsosane,Nthabeleng  Fosa,Maseru_Association_Test,12/9/2020,"27.536509, -29.310106","27.494583, -29.312387",5.09,11:42:50,0:21,16,0,8,3,2,0,Maseru,MAS003,R,Maseru Town Center,Tsosane,11:45:00,21,14.54285714,11,off peak,RP 216,4+1
DK313,30527996,MAS001_R_Maseru Town Center_Khubetsoana,Sthembile Pinda,Maseru_Association_Test,12/9/2020,"27.524364, -29.287008","27.494825, -29.310944",5.46,11:56:16,0:09,24,0,8,4,3,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,12:00:00,9,36.4,11,off peak,DK 313,4+1
RR198,30528062,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.482000, -29.313931","27.472887, -29.308413",1.13,12:04:29,0:00,24,1,8,2,3,0,Maseru,MAS001,Route,Test,0,12:00:00,0,0,12,off peak,RR 198,4+1
RZ434,30528902,MAS008_R_Maseru Town Center_Leqele,Mamahlabe Tsehlo,Maseru_Association_Test,12/9/2020,"27.541201, -29.351839","27.492887, -29.314030",6.98,11:56:52,0:14,32,0,8,7,4,0,Maseru,MAS008,R,Maseru Town Center,Leqele,12:00:00,14,29.91428571,11,off peak,RZ 434,4+1
RR198,30528947,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.467445, -29.304922","27.467560, -29.300903",0.59,12:09:38,0:00,0,0,0,2,0,0,Maseru,MAS001,Route,Test,0,12:15:00,0,0,12,off peak,RR 198,4+1
A5647,30530887,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493666, -29.312944","27.493666, -29.312944",0,12:05:00,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,12:00:00,0,0,12,off peak,A 5647,4+1
EJ676,30530988,MAS010_R_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.526274, -29.345293","27.507086, -29.332729",2.9,12:16:23,0:00,32,4,8,1,4,0,Maseru,MAS010,R,Maseru Town Center,Main North 1,12:15:00,0,0,12,off peak,EJ 676,4+1
RH955,30531070,MAS001_Route_Test,Thato,Maseru_Association_Test,12/9/2020,"27.488140, -29.320749","27.456825, -29.299122",4.36,12:16:22,0:06,16,0,8,2,2,0,Maseru,MAS001,Route,Test,0,12:15:00,6,43.6,12,off peak,RH 955,4+1
A5647,30531157,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493670, -29.312929","27.493670, -29.312929",0,12:26:49,0:00,0,0,0,1,0,0,Maseru,MAS001,Route,Test,0,12:30:00,0,0,12,off peak,A 5647,4+1
A32BBC,30531613,MAS001_Route_Test,Mathato Molise,Maseru_Association_Test,12/9/2020,"27.499191, -29.351950","27.485435, -29.313766",10.74,12:00:59,0:25,24,0,8,5,3,0,Maseru,MAS001,Route,Test,0,12:00:00,25,25.776,12,off peak,A 32BBC,4+1
A5647,30531627,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493670, -29.312929","27.493670, -29.312929",0,12:27:37,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,12:30:00,0,0,12,off peak,A 5647,4+1
A5647,30531793,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493666, -29.312899","27.493687, -29.312885",0,12:29:09,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,12:30:00,0,0,12,off peak,A 5647,4+1
EJ676,30531843,MAS010_F_Maseru Town Center_Main North 1,Nthabeleng  Makhetha,Maseru_Association_Test,12/9/2020,"27.493540, -29.315241","27.495569, -29.310802",0.83,12:27:31,0:00,32,4,8,1,4,0,Maseru,MAS010,F,Maseru Town Center,Main North 1,12:30:00,0,0,12,off peak,EJ 676,4+1
RR198,30532086,MAS001_Route_Test,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.468830, -29.300514","27.498800, -29.315239",4.85,12:14:16,0:16,24,0,8,4,3,0,Maseru,MAS001,Route,Test,0,12:15:00,16,18.1875,12,off peak,RR 198,4+1
A74BBC,30532583,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.492790, -29.316196","27.484022, -29.334732",5.38,12:18:44,0:12,24,0,8,3,3,0,Maseru,MAS001,Route,Test,0,12:15:00,12,26.9,12,off peak,A74BBC,4+1
RZ434,30534566,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.494066, -29.316612","27.510883, -29.363720",6.51,12:21:04,0:15,24,0,8,3,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,12:15:00,15,26.04,12,off peak,RZ 434,4+1
RZ731,30534860,MAS001_F_Maseru Town Center_Khubetsoana,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.495777, -29.313044","27.559738, -29.264435",9.99,12:19:23,0:14,32,0,8,4,4,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,12:15:00,14,42.81428571,12,off peak,RZ 731,4+1
A5647,30535467,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493698, -29.312941","27.493698, -29.312941",0,12:35:11,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,12:30:00,0,0,12,off peak,A 5647,4+1
RZ434,30536195,MAS007_R_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.508867, -29.362329","27.508715, -29.362185",0.02,12:37:58,0:01,16,2,8,2,2,0,Maseru,MAS007,R,Maseru Town Center,Pita,12:45:00,1,1.2,12,off peak,RZ 434,4+1
A5647,30537132,MAS001_Route_Test,Mosoaboli Makhetha,Maseru_Association_Test,12/9/2020,"27.493689, -29.312880","27.493729, -29.312792",0.01,12:43:02,0:00,8,1,8,1,1,0,Maseru,MAS001,Route,Test,0,12:45:00,0,0,12,off peak,A 5647,4+1
RZ434,30537315,MAS007_R_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.506580, -29.360502","27.507786, -29.333269",4.36,12:40:43,0:04,32,4,8,2,4,0,Maseru,MAS007,R,Maseru Town Center,Pita,12:45:00,4,65.4,12,off peak,RZ 434,4+1
A32BBC,30538243,MAS007_F_Maseru Town Center_Pita,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.494314, -29.316969","27.493977, -29.348309",5.47,12:38:59,0:07,24,0,8,3,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,12:45:00,7,46.88571429,12,off peak,A 32BBC,4+1
RZ434,30538845,MAS007_R_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.503645, -29.328152","27.488787, -29.313822",2.9,12:52:23,0:07,32,0,8,3,4,0,Maseru,MAS007,R,Maseru Town Center,Pita,12:45:00,7,24.85714286,12,off peak,RZ 434,4+1
RR198,30539145,MAS001_F_Maseru Town Center_Khubetsoana,Mafusi Sakoane,Maseru_Association_Test,12/9/2020,"27.495594, -29.314095","27.527502, -29.299696",7.53,12:39:55,0:20,24,0,8,5,3,0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,12:45:00,20,22.59,12,off peak,RR 198,4+1
A74BBC,30541510,MAS001_Route_Test,Reanetse Malefane,Maseru_Association_Test,12/9/2020,"27.492739, -29.316147","27.483833, -29.334721",4.77,12:50:28,0:13,32,0,8,3,4,0,Maseru,MAS001,Route,Test,0,12:45:00,13,22.01538462,12,off peak,A74BBC,4+1
RZ731,30542446,MAS002_R_Maseru Town Center_Naleli,Mpho  Mokitimi,Maseru_Association_Test,12/9/2020,"27.563116, -29.274992","27.495266, -29.310970",9.88,12:48:55,0:08,24,0,8,5,3,0,Maseru,MAS002,R,Maseru Town Center,Naleli,12:45:00,8,74.1,12,off peak,RZ 731,4+1
RZ434,30542576,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.491947, -29.315769","27.494362, -29.317064",0.5,13:06:10,0:01,24,3,8,2,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,13:00:00,1,30,13,off peak,RZ 434,4+1
RH955,30542585,MAS001_Route_Test,Thato,Maseru_Association_Test,12/9/2020,"27.501211, -29.314741","27.501221, -29.314737",0,13:07:57,0:00,33,0,33,2,1,0,Maseru,MAS001,Route,Test,0,13:15:00,0,0,13,off peak,RH 955,4+1
A56BBC,30542608,MAS001_R_Maseru Town Center_Khubetsoana,Thato Molapo,Maseru_Association_Test,12/9/2020,"27.508265, -29.313448","27.500256, -29.314650",0.84,13:03:29,0:05,32,0,8,3,4,0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,13:00:00,5,10.08,13,off peak,A 56BBC,4+1
A32BBC,30542868,MAS007_F_Maseru Town Center_Pita,Nthabiseng Khama,Maseru_Association_Test,12/9/2020,"27.493984, -29.346260","27.491373, -29.313103",5.93,12:54:42,0:14,16,-3,8,5,2,0,Maseru,MAS007,F,Maseru Town Center,Pita,13:00:00,14,25.41428571,12,off peak,A 32BBC,4+1
RZ434,30542892,MAS007_F_Maseru Town Center_Pita,Lehlohonolo Tsuluba,Maseru_Association_Test,12/9/2020,"27.496550, -29.319666","27.498383, -29.322453",0.36,13:10:28,0:00,24,3,8,1,3,0,Maseru,MAS007,F,Maseru Town Center,Pita,13:15:00,0,0,13,off peak,RZ 434,4+1
